temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,ultra_sound,audible_sound,health_status
17.9,17.9,23,-20,-1014,15,0,0,0,37.0375,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,47.667,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,33.0192,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,47.667,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,34.798,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,52.104,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,43.5846,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,37.564,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,55.6258,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,52.104,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,47.667,unhealthy
17.9,17.9,23,-20,-1014,15,0,0,0,34.4119,unhealthy
17.93,17.93,23,-20,-1014,15,0,0,0,44.7445,unhealthy
17.93,17.93,23,-20,-1014,15,0,0,0,43.5846,unhealthy
17.93,17.93,23,-20,-1014,15,0,0,0,46.0834,unhealthy
17.93,17.93,23,-20,-1014,15,0,0,0,46.0834,unhealthy
17.93,17.93,23,-20,-1014,15,0,0,0,49.6052,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,32.7033,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,55.6258,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,55.6258,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,42.5616,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,36.0714,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,47.667,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,36.541,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,44.7445,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,44.7445,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,52.104,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,33.6876,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,55.6258,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,44.7445,unhealthy
17.93,17.93,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,42.5616,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,36.541,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,55.6258,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,37.564,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,52.104,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,44.7445,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,34.4119,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,37.564,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,61.6464,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,61.6464,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,55.6258,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,52.104,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,52.104,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,47.667,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,35.6258,unhealthy
17.96,17.96,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,61.6464,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,46.0834,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,52.104,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,37.0375,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,55.6258,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,52.104,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,47.667,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,47.667,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,34.4119,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,41.6464,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,47.667,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,46.0834,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,46.0834,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,34.4119,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,37.564,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,55.6258,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,37.564,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,41.6464,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,33.347,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,37.0375,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,37.0375,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,34.798,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,61.6464,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,36.0714,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,36.0714,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,43.5846,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,42.5616,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,61.6464,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,61.6464,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,47.667,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,61.6464,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,49.6052,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,47.667,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,46.0834,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,46.0834,unhealthy
17.99,17.99,22,-7,-1016,0,0,0,0,61.6464,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,36.541,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,36.0714,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,61.6464,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,42.5616,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,37.0375,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.03,18.03,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,37.564,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,42.5616,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,36.541,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,36.541,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,41.6464,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,47.667,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,55.6258,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,61.6464,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,43.5846,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,37.0375,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,44.7445,unhealthy
18.06,18.06,22,-7,-1016,0,0,0,0,46.0834,unhealthy
18.09,18.09,22,-7,-1016,0,0,0,0,52.104,unhealthy
18.09,18.09,22,-7,-1016,0,0,0,0,36.0714,unhealthy
18.09,18.09,22,-7,-1016,0,0,0,0,34.4119,unhealthy
18.09,18.09,22,-7,-1016,0,0,0,0,49.6052,unhealthy
18.09,18.09,22,-7,-1016,0,0,0,0,34.0422,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,44.7445,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,52.104,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,43.5846,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,37.0375,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,34.0422,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,61.6464,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,52.104,unhealthy
18.06,18.06,24,-13,-1021,15,9,26,0,43.5846,unhealthy
18.06,18.06,24,-13,-1021,15,9,26,0,43.5846,unhealthy
18.06,18.06,24,-13,-1021,15,9,26,0,52.104,unhealthy
18.06,18.06,24,-13,-1021,15,9,26,0,47.667,unhealthy
18.06,18.06,24,-13,-1021,15,9,26,0,44.7445,unhealthy
18.06,18.06,24,-13,-1021,15,9,26,0,46.0834,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,52.104,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,44.7445,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,52.104,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,47.667,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,35.202,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,61.6464,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,49.6052,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,52.104,unhealthy
18.09,18.09,24,-13,-1021,15,9,26,0,47.667,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,43.5846,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,36.0714,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,55.6258,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,61.6464,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,47.667,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,46.0834,unhealthy
18.13,18.13,9,-35,-1022,15,9,26,0,46.0834,unhealthy
18.13,18.13,9,-35,-1022,15,9,26,0,49.6052,unhealthy
18.13,18.13,9,-35,-1022,15,9,26,0,47.667,unhealthy
18.06,18.06,9,-35,-1022,15,9,26,0,52.104,unhealthy
18.06,18.06,9,-35,-1022,15,9,26,0,43.5846,unhealthy
18.06,18.06,9,-35,-1022,15,9,26,0,52.104,unhealthy
18.06,18.06,9,-35,-1022,15,9,26,0,61.6464,unhealthy
18.06,18.06,9,-35,-1022,15,9,26,0,35.6258,unhealthy
18.06,18.06,9,-35,-1022,15,9,26,0,43.5846,unhealthy
18.06,18.06,9,-35,-1022,15,9,26,0,43.5846,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,44.7445,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,44.7445,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,49.6052,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,44.7445,unhealthy
18.09,18.09,9,-35,-1022,15,9,26,0,35.202,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,34.4119,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,37.0375,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,37.564,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,37.0375,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,33.0192,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.06,18.06,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,37.564,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,36.541,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,35.202,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.09,18.09,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,37.564,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,36.0714,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,42.5616,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,37.0375,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,35.6258,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,37.0375,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,37.0375,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,41.6464,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,44.7445,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,46.0834,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,41.6464,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,47.667,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,61.6464,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,43.5846,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,35.6258,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,49.6052,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,55.6258,unhealthy
18.16,18.16,18,-9,-1004,0,0,0,0,41.6464,unhealthy
18.13,18.13,18,-9,-1004,0,0,0,0,52.104,unhealthy
18.13,18.13,13,-17,-1016,15,9,26,0,49.6052,unhealthy
18.13,18.13,13,-17,-1016,15,9,26,0,47.667,unhealthy
18.13,18.13,13,-17,-1016,15,9,26,0,44.7445,unhealthy
18.13,18.13,13,-17,-1016,15,9,26,0,46.0834,unhealthy
18.13,18.13,13,-17,-1016,15,9,26,0,47.667,unhealthy
18.13,18.13,13,-17,-1016,15,9,26,0,44.7445,unhealthy
18.13,18.13,13,-17,-1016,15,9,26,0,44.7445,unhealthy
18.13,18.13,12,-20,-1014,0,0,0,0,52.104,unhealthy
18.16,18.16,12,-20,-1014,0,0,0,0,36.0714,unhealthy
18.16,18.16,12,-20,-1014,0,0,0,0,61.6464,unhealthy
18.16,18.16,12,-20,-1014,0,0,0,0,61.6464,unhealthy
18.16,18.16,12,-20,-1014,0,0,0,0,61.6464,unhealthy
18.13,18.13,12,-20,-1014,0,0,0,0,49.6052,unhealthy
18.13,18.13,12,-20,-1014,0,0,0,0,55.6258,unhealthy
18.13,18.13,12,-20,-1014,0,0,0,0,46.0834,unhealthy
18.16,18.16,12,-20,-1014,0,0,0,0,37.0375,unhealthy
18.16,18.16,12,-20,-1014,0,0,0,0,52.104,unhealthy
18.16,18.16,12,-20,-1014,0,0,0,0,52.104,unhealthy
18.13,18.13,12,-20,-1014,0,0,0,0,35.6258,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,44.7445,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,33.6876,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,52.104,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,46.0834,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,47.667,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,42.5616,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,55.6258,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,44.7445,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,47.667,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,55.6258,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,34.0422,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,52.104,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,34.0422,unhealthy
18.13,18.13,17,-27,-1012,15,9,0,0,44.7445,unhealthy
18.16,18.16,17,-27,-1012,15,9,0,0,52.104,unhealthy
18.16,18.16,17,-27,-1012,15,9,0,0,47.667,unhealthy
