temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,health_status
36.4,33.5,1.83,1.77,1.48,1.45,1.93,1.29,healthy
32.2,31.9,1.35,1.94,1.82,1.69,1.25,1.18,healthy
23.56,23.56,-47.0,75.0,1026.0,10.0,0.0,47.0,unhealthy
39.0,31.9,1.18,1.28,1.66,1.5,1.98,1.24,healthy
22.9,22.01,-70.0,84.0,1018.0,10.0,0.0,47.0,unhealthy
35.5,34.2,1.52,1.55,1.25,1.38,1.62,1.98,healthy
23.56,23.56,-52.0,73.0,1019.0,10.0,0.0,47.0,unhealthy
23.39,23.39,-48.0,76.0,1025.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-50.0,81.0,1023.0,10.0,0.0,47.0,unhealthy
36.5,32.2,1.67,1.63,1.94,1.82,1.83,1.15,healthy
30.2,37.0,1.28,1.92,1.84,1.08,1.79,1.17,healthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
18.42,18.42,17835600.0,87.0,969.238,2.0,0.0,8.0,unhealthy
36.7,33.5,1.99,1.35,1.69,1.23,1.39,1.41,healthy
23.46,23.46,-61.0,75.0,1025.0,10.0,0.0,47.0,unhealthy
23.33,23.33,-48.0,74.0,1021.0,10.0,0.0,47.0,unhealthy
39.2,37.8,1.33,1.72,1.61,1.06,1.78,1.88,healthy
32.9,34.1,1.13,1.84,1.71,1.42,1.28,1.84,healthy
23.56,23.56,-55.0,96.0,1025.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-54.0,78.0,1022.0,10.0,0.0,47.0,unhealthy
35.1,36.8,1.1,1.69,1.23,1.91,1.61,1.78,healthy
23.13,23.13,-47.0,85.0,1023.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-57.0,83.0,1021.0,10.0,0.0,47.0,unhealthy
23.0,22.04,-57.0,80.0,1027.0,10.0,0.0,47.0,unhealthy
35.3,37.0,1.79,1.49,1.84,1.66,1.75,1.87,healthy
23.13,23.13,-38.0,90.0,1004.0,10.0,0.0,47.0,unhealthy
23.62,23.62,-54.0,84.0,1017.0,10.0,0.0,47.0,unhealthy
33.1,36.7,1.47,1.47,1.71,1.78,1.24,1.04,healthy
30.1,32.8,1.14,1.45,1.95,1.55,1.6,1.56,healthy
23.53,23.53,-57.0,85.0,1023.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-58.0,70.0,1013.0,10.0,0.0,47.0,unhealthy
32.2,36.4,1.91,2.0,1.82,1.91,1.07,1.29,healthy
38.5,38.4,1.4,1.65,1.06,1.5,1.86,1.09,healthy
35.7,30.1,1.62,1.48,1.3,1.29,1.04,1.28,healthy
23.39,23.39,-56.0,94.0,1011.0,10.0,0.0,47.0,unhealthy
30.1,37.9,1.77,1.99,1.32,1.49,1.77,1.2,healthy
36.4,38.1,1.26,1.89,1.84,1.86,1.97,1.28,healthy
23.0,22.04,-57.0,80.0,1027.0,10.0,0.0,47.0,unhealthy
35.1,35.1,1.43,1.34,1.46,1.35,1.8,1.75,healthy
23.56,23.56,-46.0,77.0,1024.0,10.0,0.0,47.0,unhealthy
37.0,35.6,1.8,1.51,1.39,1.33,1.65,1.2,healthy
38.6,35.3,1.69,1.82,1.77,1.76,1.19,1.65,healthy
39.3,32.0,1.57,1.4,1.63,1.88,1.0,1.86,healthy
23.59,23.59,-50.0,100.0,1021.0,10.0,0.0,47.0,unhealthy
18.13,18.13,17835600.0,105.0,963.867,2.0,0.0,8.0,unhealthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
35.3,33.4,1.79,1.62,1.41,1.11,1.7,1.32,healthy
23.33,23.33,-48.0,74.0,1021.0,10.0,0.0,47.0,unhealthy
17.99,17.99,17835600.0,90.0,929.199,2.0,0.0,8.0,unhealthy
23.39,23.39,-54.0,82.0,1026.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-59.0,75.0,1011.0,10.0,0.0,47.0,unhealthy
32.1,37.6,1.02,1.11,1.95,1.77,1.26,1.43,healthy
23.62,23.62,-53.0,86.0,1022.0,10.0,0.0,47.0,unhealthy
23.33,23.33,-61.0,81.0,1025.0,10.0,0.0,47.0,unhealthy
18.06,18.06,17835600.0,102.0,937.988,2.0,0.0,8.0,unhealthy
23.53,23.53,-43.0,92.0,1025.0,10.0,0.0,47.0,unhealthy
34.3,33.7,1.44,1.4,1.86,1.17,1.49,1.75,healthy
18.19,18.19,17835600.0,102.0,971.191,2.0,0.0,8.0,unhealthy
22.97,22.01,-56.0,86.0,1017.0,10.0,0.0,47.0,unhealthy
18.49,18.49,17835600.0,97.0,976.562,2.0,0.0,9.0,unhealthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-54.0,78.0,1022.0,10.0,0.0,47.0,unhealthy
36.0,39.0,1.18,1.92,1.46,1.4,1.27,1.1,healthy
34.4,30.4,1.19,1.96,1.34,1.87,1.7,1.42,healthy
31.1,35.1,1.71,1.73,1.48,1.63,1.03,1.54,healthy
35.9,33.4,1.77,1.0,1.24,1.5,1.68,1.83,healthy
23.62,23.62,-54.0,80.0,1022.0,10.0,0.0,47.0,unhealthy
22.87,22.01,-50.0,87.0,1022.0,10.0,0.0,47.0,unhealthy
23.62,23.62,-54.0,80.0,1022.0,10.0,0.0,47.0,unhealthy
32.3,32.5,1.03,1.64,1.38,1.02,1.62,1.18,healthy
32.3,31.8,1.57,1.7,1.13,1.7,1.65,1.4,healthy
18.19,18.19,17835600.0,104.0,984.375,2.0,0.0,8.0,unhealthy
39.5,39.4,1.97,1.18,1.48,1.95,1.42,1.26,healthy
35.3,31.9,1.83,1.7,1.24,1.79,1.84,1.32,healthy
23.56,23.56,-58.0,70.0,1013.0,10.0,0.0,47.0,unhealthy
23.43,23.43,-57.0,66.0,1030.0,10.0,0.0,47.0,unhealthy
18.49,18.49,17835500.0,85.0,958.008,2.0,0.0,9.0,unhealthy
38.5,33.9,1.08,1.84,1.36,1.67,1.04,1.49,healthy
17.86,17.86,17835600.0,106.0,980.957,2.0,0.0,8.0,unhealthy
36.3,37.3,1.68,1.7,1.93,1.83,1.13,1.99,healthy
30.5,38.8,1.79,1.5,1.47,1.29,1.24,1.76,healthy
37.4,39.0,1.61,1.54,1.17,1.87,1.8,1.31,healthy
18.49,18.49,17835600.0,101.0,976.074,2.0,0.0,9.0,unhealthy
18.36,18.36,17835600.0,104.0,955.566,2.0,0.0,8.0,unhealthy
32.6,32.7,1.7,1.2,1.14,1.58,1.67,1.09,healthy
31.3,33.8,1.49,1.71,1.79,1.57,1.1,1.97,healthy
23.53,23.53,-55.0,96.0,1025.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
18.13,18.13,17835600.0,90.0,967.285,2.0,0.0,8.0,unhealthy
18.29,18.29,17835600.0,86.0,941.406,2.0,0.0,8.0,unhealthy
23.39,23.39,-49.0,70.0,1027.0,10.0,0.0,47.0,unhealthy
34.7,38.0,1.3,1.04,1.86,1.72,1.53,1.22,healthy
39.7,32.1,1.51,1.37,1.01,1.53,1.55,1.38,healthy
23.62,23.62,-54.0,80.0,1022.0,10.0,0.0,47.0,unhealthy
18.49,18.49,17835600.0,101.0,976.074,2.0,0.0,9.0,unhealthy
22.87,22.01,-48.0,75.0,1020.0,10.0,0.0,47.0,unhealthy
39.9,32.5,1.86,1.69,1.67,1.12,1.27,1.46,healthy
39.6,32.7,1.71,1.87,1.27,1.03,1.57,1.87,healthy
34.7,38.6,1.98,1.74,1.47,1.52,1.07,1.75,healthy
23.53,23.53,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
33.9,37.4,1.47,2.0,1.2,1.44,1.23,1.58,healthy
38.6,35.9,1.27,1.38,1.36,1.45,1.56,1.54,healthy
36.3,36.8,2.0,1.87,1.94,1.92,1.52,1.69,healthy
32.3,36.7,1.25,1.63,1.53,1.55,1.75,1.23,healthy
17.93,17.93,17835600.0,97.0,962.402,2.0,0.0,8.0,unhealthy
22.9,21.98,-38.0,73.0,1012.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-59.0,75.0,1011.0,10.0,0.0,47.0,unhealthy
18.49,18.49,17835600.0,75.0,964.844,2.0,0.0,9.0,unhealthy
23.56,23.56,-45.0,90.0,1012.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
35.1,35.8,1.29,1.59,1.75,1.35,1.57,1.14,healthy
17.8,17.8,17835600.0,98.0,977.539,2.0,0.0,8.0,unhealthy
39.2,32.1,1.05,1.98,1.8,1.09,1.33,1.39,healthy
23.56,23.56,-45.0,90.0,1012.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-53.0,83.0,1006.0,10.0,0.0,47.0,unhealthy
18.22,18.22,17835600.0,95.0,947.754,2.0,0.0,8.0,unhealthy
18.22,18.22,17835600.0,79.0,933.594,2.0,0.0,8.0,unhealthy
33.2,30.4,1.86,1.41,1.26,1.6,1.38,1.69,healthy
33.7,30.7,1.85,1.94,1.21,1.68,1.97,1.92,healthy
18.45,18.45,17835500.0,85.0,963.867,2.0,0.0,9.0,unhealthy
35.5,35.3,1.87,1.65,1.73,1.52,1.42,1.51,healthy
32.9,30.1,1.19,1.71,1.97,1.67,1.11,1.95,healthy
32.2,34.3,1.41,1.18,1.13,1.89,1.67,1.65,healthy
23.56,23.56,-42.0,80.0,1026.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
18.39,18.39,17835600.0,102.0,942.383,2.0,0.0,8.0,unhealthy
32.5,38.6,1.49,1.79,1.69,1.89,1.06,1.92,healthy
23.49,23.49,-45.0,80.0,1021.0,10.0,0.0,47.0,unhealthy
18.06,18.06,17835600.0,102.0,937.988,2.0,0.0,8.0,unhealthy
35.7,32.9,1.2,1.46,1.76,1.1,1.71,1.49,healthy
34.1,37.7,1.58,1.55,1.75,1.85,1.82,1.91,healthy
33.4,34.5,1.13,1.53,1.44,1.97,1.07,1.9,healthy
33.5,30.2,1.84,1.61,1.35,1.87,1.89,1.92,healthy
23.53,23.53,-58.0,70.0,1013.0,10.0,0.0,47.0,unhealthy
18.19,18.19,17835600.0,76.0,953.613,2.0,0.0,8.0,unhealthy
23.13,23.13,-49.0,83.0,1011.0,10.0,0.0,47.0,unhealthy
36.3,39.2,1.86,1.69,1.18,1.5,1.38,1.2,healthy
23.33,23.33,-51.0,85.0,1007.0,10.0,0.0,47.0,unhealthy
32.8,31.4,1.42,1.46,1.57,1.01,1.43,1.05,healthy
23.39,23.39,-48.0,77.0,1031.0,10.0,0.0,47.0,unhealthy
17.96,17.96,17835600.0,91.0,980.469,2.0,0.0,8.0,unhealthy
34.8,31.2,1.99,1.08,1.21,1.77,1.41,1.09,healthy
22.93,22.01,-50.0,82.0,1013.0,10.0,0.0,47.0,unhealthy
39.7,36.1,1.63,1.99,1.12,1.25,1.38,1.2,healthy
33.3,31.3,1.39,1.78,1.19,1.55,1.68,1.89,healthy
18.13,18.13,17835500.0,91.0,955.566,2.0,0.0,8.0,unhealthy
37.8,30.7,1.61,1.07,1.94,1.81,1.51,1.36,healthy
33.6,39.1,1.06,1.47,1.28,1.53,1.52,1.62,healthy
17.83,17.83,17835600.0,115.0,983.887,2.0,0.0,8.0,unhealthy
23.59,23.59,-50.0,76.0,1023.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-50.0,81.0,1023.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-60.0,83.0,1025.0,10.0,0.0,47.0,unhealthy
33.2,36.8,1.88,1.1,1.97,1.99,1.77,1.55,healthy
31.3,34.6,1.91,1.26,1.47,1.46,1.49,1.53,healthy
32.0,37.0,1.97,1.17,1.09,1.21,1.65,1.6,healthy
39.7,35.4,1.17,1.97,1.73,1.47,1.19,1.9,healthy
33.9,32.8,1.6,1.1,1.37,1.5,1.19,1.58,healthy
23.39,23.39,-55.0,82.0,1019.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-56.0,84.0,1016.0,10.0,0.0,47.0,unhealthy
23.36,23.36,-61.0,86.0,1020.0,10.0,0.0,47.0,unhealthy
23.2,23.2,-58.0,81.0,1016.0,10.0,0.0,47.0,unhealthy
39.3,35.4,1.03,1.16,1.69,1.77,1.35,1.95,healthy
23.59,23.59,-47.0,78.0,1016.0,10.0,0.0,47.0,unhealthy
32.1,36.2,1.39,1.23,1.84,1.63,1.18,1.97,healthy
23.56,23.56,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
18.09,18.09,17835600.0,97.0,961.914,2.0,0.0,8.0,unhealthy
17.86,17.86,17835600.0,106.0,980.957,2.0,0.0,8.0,unhealthy
23.59,23.59,-57.0,76.0,1024.0,10.0,0.0,47.0,unhealthy
18.22,18.22,17835600.0,79.0,933.594,2.0,0.0,8.0,unhealthy
18.36,18.36,17835600.0,94.0,979.98,2.0,0.0,8.0,unhealthy
34.0,33.9,1.31,1.29,1.16,1.97,1.64,1.34,healthy
23.53,23.53,-54.0,78.0,1022.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
31.3,34.2,1.67,1.48,1.18,1.37,1.49,1.33,healthy
18.49,18.49,17835500.0,106.0,975.098,2.0,0.0,9.0,unhealthy
39.5,34.5,1.69,1.34,1.84,1.27,1.35,1.0,healthy
23.59,23.59,-47.0,78.0,1016.0,10.0,0.0,47.0,unhealthy
36.9,32.0,1.01,1.77,1.21,1.93,1.49,1.74,healthy
22.87,22.01,-48.0,75.0,1020.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-45.0,90.0,1012.0,10.0,0.0,47.0,unhealthy
37.5,36.3,1.14,1.67,1.41,1.22,1.31,1.68,healthy
37.1,38.9,1.04,1.66,1.26,1.27,1.65,1.7,healthy
23.16,23.16,-58.0,81.0,1016.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-58.0,70.0,1013.0,10.0,0.0,47.0,unhealthy
18.26,18.26,17835600.0,108.0,945.312,2.0,0.0,8.0,unhealthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
37.7,37.9,1.73,1.88,1.12,1.07,1.4,1.37,healthy
36.3,37.5,1.74,1.97,1.75,1.82,1.75,1.15,healthy
17.9,17.9,17835600.0,103.0,981.934,2.0,0.0,8.0,unhealthy
39.6,39.6,1.28,1.61,1.52,1.16,1.21,1.25,healthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-50.0,73.0,1016.0,10.0,0.0,47.0,unhealthy
31.0,30.8,1.13,1.96,1.37,1.76,1.55,1.34,healthy
39.7,35.8,1.3,2.0,1.42,1.44,1.96,1.13,healthy
35.3,32.8,1.66,1.61,1.06,1.04,1.06,1.76,healthy
23.56,23.56,-50.0,76.0,1020.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-57.0,83.0,1021.0,10.0,0.0,47.0,unhealthy
31.9,33.3,1.22,1.54,1.33,1.14,1.73,1.01,healthy
23.53,23.53,-49.0,85.0,1023.0,10.0,0.0,47.0,unhealthy
33.7,32.2,1.76,1.93,1.97,1.92,1.39,1.21,healthy
38.8,39.4,1.9,1.89,1.27,1.93,1.11,1.1,healthy
23.59,23.59,-50.0,84.0,1020.0,10.0,0.0,47.0,unhealthy
30.7,33.1,1.98,1.61,1.81,1.16,1.13,1.53,healthy
23.53,23.53,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
30.3,37.6,1.51,1.8,1.04,1.3,1.03,1.86,healthy
38.6,36.3,1.59,1.12,1.86,1.52,1.1,1.64,healthy
32.5,34.5,1.5,1.46,1.82,1.62,1.88,1.32,healthy
33.2,35.2,1.98,1.34,1.39,1.95,1.55,1.07,healthy
31.7,31.6,1.88,1.22,1.4,1.38,1.85,1.78,healthy
18.13,18.13,17835600.0,95.0,962.402,2.0,0.0,8.0,unhealthy
36.1,32.8,1.18,1.28,1.5,1.98,1.5,1.95,healthy
37.8,32.6,1.93,1.62,1.34,1.07,1.53,1.11,healthy
23.56,23.56,-50.0,76.0,1020.0,10.0,0.0,47.0,unhealthy
35.3,33.5,1.84,1.21,1.5,1.14,1.61,1.97,healthy
33.4,35.4,1.32,1.54,1.58,1.1,1.89,1.37,healthy
36.1,37.1,1.14,1.44,1.6,1.1,1.45,1.64,healthy
31.3,37.0,1.45,1.3,1.18,1.8,1.0,1.91,healthy
23.56,23.56,-50.0,76.0,1020.0,10.0,0.0,47.0,unhealthy
39.4,36.0,1.01,1.12,1.09,1.32,1.7,1.01,healthy
36.1,38.9,1.19,1.94,1.51,1.74,1.98,1.42,healthy
18.49,18.49,17835600.0,97.0,976.562,2.0,0.0,9.0,unhealthy
32.6,32.4,1.15,1.65,1.38,1.71,1.7,1.63,healthy
23.59,23.59,-42.0,80.0,1026.0,10.0,0.0,47.0,unhealthy
30.3,34.4,1.53,1.8,1.38,1.69,1.73,1.72,healthy
17.99,17.99,17835600.0,90.0,929.199,2.0,0.0,8.0,unhealthy
38.0,33.3,1.21,1.68,1.26,1.36,1.3,1.55,healthy
32.7,39.7,1.76,1.94,1.67,1.0,1.79,1.77,healthy
30.8,38.6,1.68,1.04,1.94,1.3,1.54,1.85,healthy
37.9,30.3,1.71,1.89,1.53,1.07,1.26,1.83,healthy
18.42,18.42,17835600.0,102.0,988.77,2.0,0.0,8.0,unhealthy
34.2,35.6,1.06,1.74,1.13,1.02,1.94,1.77,healthy
39.2,36.6,1.68,1.31,1.08,1.34,1.42,1.15,healthy
18.29,18.29,17835600.0,87.0,965.332,2.0,0.0,8.0,unhealthy
22.93,22.01,-53.0,82.0,1020.0,10.0,0.0,47.0,unhealthy
39.0,37.1,1.43,1.26,1.37,1.81,1.02,1.72,healthy
23.62,23.62,-53.0,86.0,1022.0,10.0,0.0,47.0,unhealthy
36.6,33.5,1.02,1.93,1.76,1.18,1.69,1.2,healthy
34.1,39.3,1.64,1.81,1.79,1.04,1.42,1.23,healthy
17.83,17.83,17835600.0,103.0,959.961,2.0,0.0,8.0,unhealthy
22.93,22.01,-54.0,74.0,1025.0,10.0,0.0,47.0,unhealthy
36.8,35.7,1.13,1.63,1.12,1.41,1.58,1.53,healthy
18.42,18.42,17835600.0,97.0,948.242,2.0,0.0,8.0,unhealthy
23.53,23.53,-55.0,96.0,1025.0,10.0,0.0,47.0,unhealthy
35.5,38.6,1.27,1.08,1.85,1.35,1.35,1.02,healthy
23.53,23.53,-54.0,78.0,1022.0,10.0,0.0,47.0,unhealthy
30.6,36.0,1.44,1.25,1.22,1.84,1.99,1.1,healthy
18.19,18.19,17835600.0,77.0,969.727,2.0,0.0,8.0,unhealthy
38.4,31.8,1.46,1.07,1.4,1.46,1.67,1.92,healthy
34.5,38.5,1.65,1.01,1.57,1.8,1.31,1.54,healthy
22.9,22.01,-70.0,84.0,1018.0,10.0,0.0,47.0,unhealthy
36.1,33.4,1.17,1.03,1.18,1.56,1.64,1.23,healthy
18.32,18.32,17835500.0,75.0,967.285,2.0,0.0,8.0,unhealthy
22.9,22.01,-52.0,87.0,1033.0,10.0,0.0,47.0,unhealthy
37.3,36.9,1.49,1.24,1.7,1.83,1.42,1.1,healthy
23.59,23.59,-50.0,76.0,1023.0,10.0,0.0,47.0,unhealthy
18.49,18.49,17835500.0,92.0,965.82,2.0,0.0,9.0,unhealthy
30.4,34.5,1.59,1.39,1.54,1.34,1.98,2.0,healthy
23.16,23.16,-58.0,81.0,1016.0,10.0,0.0,47.0,unhealthy
23.62,23.62,-54.0,80.0,1022.0,10.0,0.0,47.0,unhealthy
18.29,18.29,17835500.0,88.0,970.215,2.0,0.0,8.0,unhealthy
39.0,37.6,1.95,1.78,1.1,1.74,1.23,1.14,healthy
39.1,35.6,1.64,1.15,1.52,1.55,1.22,1.48,healthy
34.6,32.2,1.28,1.62,1.19,1.43,1.44,1.35,healthy
17.8,17.8,17835600.0,86.0,994.141,2.0,0.0,8.0,unhealthy
23.53,23.53,-43.0,92.0,1025.0,10.0,0.0,47.0,unhealthy
38.3,38.9,1.42,1.25,1.97,1.85,1.92,1.85,healthy
23.39,23.39,-56.0,94.0,1011.0,10.0,0.0,47.0,unhealthy
34.1,33.8,1.96,1.36,1.49,1.66,1.48,1.48,healthy
30.4,33.8,1.42,1.78,1.43,1.57,1.56,1.43,healthy
18.16,18.16,17835600.0,94.0,979.492,2.0,0.0,8.0,unhealthy
23.49,23.49,-45.0,80.0,1021.0,10.0,0.0,47.0,unhealthy
35.2,30.8,1.54,1.97,1.37,1.43,1.6,1.25,healthy
23.36,23.36,-49.0,73.0,1023.0,10.0,0.0,47.0,unhealthy
35.0,32.5,1.24,1.72,1.84,1.27,1.97,1.36,healthy
18.13,18.13,17835600.0,78.0,952.148,2.0,0.0,8.0,unhealthy
17.86,17.86,17835500.0,108.0,937.012,2.0,0.0,8.0,unhealthy
23.13,23.13,-49.0,83.0,1011.0,10.0,0.0,47.0,unhealthy
34.6,32.3,1.22,1.59,1.61,1.43,1.35,1.48,healthy
33.6,36.4,1.35,1.45,1.61,1.94,1.77,1.91,healthy
33.8,36.7,1.85,1.85,1.29,1.66,1.69,1.74,healthy
32.7,33.7,1.59,1.67,1.54,1.23,1.77,1.25,healthy
32.5,37.3,1.5,1.45,1.79,1.6,1.55,1.6,healthy
37.9,36.3,1.47,1.9,1.69,1.68,1.42,1.99,healthy
35.4,36.2,1.37,1.18,1.11,1.15,1.88,1.99,healthy
18.22,18.22,17835600.0,101.0,950.195,2.0,0.0,8.0,unhealthy
18.16,18.16,17835600.0,104.0,928.223,2.0,0.0,8.0,unhealthy
39.4,34.2,1.36,1.61,1.45,1.47,1.32,1.7,healthy
39.4,33.1,1.02,1.44,1.87,1.44,1.94,1.71,healthy
23.39,23.39,-48.0,77.0,1031.0,10.0,0.0,47.0,unhealthy
30.7,31.2,1.72,1.54,1.14,1.18,1.63,1.91,healthy
33.5,36.4,1.33,1.03,1.71,1.04,1.25,1.81,healthy
30.6,36.6,1.11,1.79,2.0,1.63,1.0,1.42,healthy
23.56,23.56,-57.0,76.0,1024.0,10.0,0.0,47.0,unhealthy
18.49,18.49,17835600.0,84.0,959.473,2.0,0.0,9.0,unhealthy
18.13,18.13,17835600.0,106.0,968.75,2.0,0.0,8.0,unhealthy
31.1,35.8,1.98,1.32,1.23,1.18,1.44,1.39,healthy
38.2,30.2,1.58,1.54,1.23,1.86,1.38,1.17,healthy
32.7,37.7,1.19,1.57,1.52,1.51,1.84,1.55,healthy
23.46,23.46,-60.0,82.0,1023.0,10.0,0.0,47.0,unhealthy
23.59,23.59,-47.0,78.0,1016.0,10.0,0.0,47.0,unhealthy
35.2,32.3,1.82,1.2,1.82,1.08,1.98,1.44,healthy
37.1,32.9,1.08,1.99,1.36,1.05,1.13,1.21,healthy
18.09,18.09,17835600.0,102.0,937.988,2.0,0.0,8.0,unhealthy
22.9,22.01,-52.0,87.0,1033.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-61.0,75.0,1025.0,10.0,0.0,47.0,unhealthy
18.39,18.39,17835500.0,92.0,957.031,2.0,0.0,8.0,unhealthy
33.7,35.2,1.25,1.85,1.14,1.08,1.04,1.76,healthy
23.36,23.36,-48.0,74.0,1021.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-40.0,87.0,1022.0,10.0,0.0,47.0,unhealthy
34.3,37.2,1.23,1.95,1.15,1.58,1.74,1.39,healthy
17.86,17.86,17835600.0,97.0,937.012,2.0,0.0,8.0,unhealthy
33.5,36.6,1.94,1.63,1.1,1.52,1.18,1.02,healthy
33.5,34.0,1.89,1.33,1.38,1.95,1.34,1.86,healthy
18.16,18.16,17835600.0,87.0,924.805,2.0,0.0,8.0,unhealthy
34.1,34.3,1.45,1.63,1.15,1.47,1.34,1.11,healthy
33.9,38.6,1.01,1.2,1.79,1.77,1.07,1.7,healthy
34.0,37.9,1.7,1.14,1.41,1.11,1.88,1.85,healthy
17.9,17.9,17835600.0,85.0,973.145,2.0,0.0,8.0,unhealthy
23.62,23.62,-54.0,80.0,1022.0,10.0,0.0,47.0,unhealthy
22.83,22.01,-52.0,89.0,1010.0,10.0,0.0,47.0,unhealthy
23.36,23.36,-61.0,81.0,1025.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
18.32,18.32,17835600.0,108.0,941.406,2.0,0.0,8.0,unhealthy
32.3,39.5,1.99,1.4,1.36,1.35,1.61,1.07,healthy
18.09,18.09,17835500.0,99.0,956.055,2.0,0.0,8.0,unhealthy
23.16,23.16,-58.0,81.0,1016.0,10.0,0.0,47.0,unhealthy
23.2,23.2,-58.0,81.0,1016.0,10.0,0.0,47.0,unhealthy
35.3,35.2,1.72,1.35,1.87,1.48,1.37,1.65,healthy
23.36,23.36,-49.0,73.0,1023.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-50.0,73.0,1016.0,10.0,0.0,47.0,unhealthy
18.39,18.39,17835500.0,92.0,957.031,2.0,0.0,8.0,unhealthy
23.49,23.49,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
18.19,18.19,17835600.0,77.0,969.727,2.0,0.0,8.0,unhealthy
30.7,33.8,1.38,1.61,1.38,1.44,1.75,1.63,healthy
36.6,38.6,1.94,1.33,1.63,1.43,1.36,1.55,healthy
17.8,17.8,17835600.0,86.0,994.141,2.0,0.0,8.0,unhealthy
18.09,18.09,17835600.0,83.0,954.59,2.0,0.0,8.0,unhealthy
32.4,37.7,1.17,2.0,1.34,1.94,1.22,1.05,healthy
23.49,23.49,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
23.0,21.98,-41.0,77.0,1027.0,10.0,0.0,47.0,unhealthy
33.0,34.3,1.41,1.92,1.59,1.56,1.57,1.16,healthy
18.45,18.45,17835500.0,90.0,949.707,2.0,0.0,9.0,unhealthy
22.93,22.01,-53.0,82.0,1020.0,10.0,0.0,47.0,unhealthy
39.3,38.7,1.93,1.68,1.05,1.53,1.57,1.41,healthy
18.19,18.19,17835600.0,80.0,963.867,2.0,0.0,8.0,unhealthy
39.3,35.8,1.42,1.89,1.13,1.86,1.83,1.83,healthy
23.59,23.59,-57.0,76.0,1024.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-54.0,78.0,1022.0,10.0,0.0,47.0,unhealthy
22.9,22.04,-52.0,87.0,1033.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-53.0,78.0,1016.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-62.0,90.0,1019.0,10.0,0.0,47.0,unhealthy
23.39,23.39,-48.0,81.0,1013.0,10.0,0.0,47.0,unhealthy
23.59,23.59,-50.0,100.0,1021.0,10.0,0.0,47.0,unhealthy
33.2,36.9,1.54,1.18,1.09,1.75,1.67,1.07,healthy
23.43,23.43,-50.0,82.0,1025.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-62.0,90.0,1019.0,10.0,0.0,47.0,unhealthy
36.8,32.3,1.08,1.81,1.45,1.14,1.84,1.29,healthy
18.49,18.49,17835600.0,109.0,976.074,2.0,0.0,9.0,unhealthy
22.9,22.01,-50.0,87.0,1022.0,10.0,0.0,47.0,unhealthy
23.16,23.16,-58.0,81.0,1016.0,10.0,0.0,47.0,unhealthy
33.2,39.2,1.91,1.45,1.99,1.44,1.63,1.33,healthy
23.49,23.49,-55.0,81.0,1025.0,10.0,0.0,47.0,unhealthy
