temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,health_status
22.57,18.55,0.01,0.07,0.16,0.272,0.093,0.115,healthy
949.72,949.72,0.0366211,0.0400391,-1.99388,172.5,1.5,1085.1,unhealthy
949.72,949.72,0.00195312,0.046875,-1.99535,586.5,455.85,1676.85,unhealthy
949.72,949.72,0.0229492,0.0424805,-1.98314,586.65,454.8,1679.85,unhealthy
22.64,18.55,0.04,0.07,0.18,0.272,0.092,0.115,warning
22.64,18.55,0.01,0.04,0.19,0.272,0.093,0.115,healthy
22.67,18.59,0.0,0.01,0.16,0.272,0.094,0.115,warning
19.11,19.11,8.0,-179.0,-1013.0,6.0,4.0,45.0,unhealthy
949.72,949.72,0.0117188,0.0385742,-1.98216,585.6,454.8,1678.5,unhealthy
22.5,19.01,0.0,0.04,0.15,0.271,0.094,0.115,healthy
21.45,17.34,0.01,0.04,0.16,0.266,0.094,0.115,healthy
22.64,18.59,0.04,0.02,0.13,0.272,0.092,0.115,warning
949.72,949.72,0.00244141,0.0395508,-2.00218,586.8,456.9,1679.4,unhealthy
949.72,949.72,13.6719,36.6211,-1013.67,191.7,81.45,1015.95,unhealthy
22.57,18.59,0.04,0.06,0.18,0.272,0.094,0.115,warning
22.57,18.52,0.03,0.06,0.17,0.272,0.094,0.115,healthy
22.6,18.52,0.01,0.04,0.14,0.271,0.093,0.115,warning
21.94,18.69,0.03,0.0,0.13,0.27,0.095,0.115,healthy
949.72,949.72,32.7148,33.2031,-1000.49,126.45,76.2,869.85,unhealthy
23.06,23.06,-5.0,104.0,969.0,13.0,1.0,43.0,unhealthy
949.72,949.72,0.0131836,0.0327148,-2.00121,557.85,413.25,1462.65,unhealthy
22.9,18.65,0.02,0.03,0.19,0.27,0.094,0.115,warning
21.22,18.52,0.01,0.04,0.16,0.266,0.096,0.115,healthy
949.72,949.72,36.1328,35.1562,-1026.37,126.6,78.3,870.0,unhealthy
22.11,18.72,0.0,0.03,0.16,0.268,0.094,0.115,healthy
20.69,15.86,0.03,0.02,0.15,0.267,0.094,0.115,healthy
19.4094,19.4094,-10.2539,-16.1133,-1990.92,1861.8,196.35,4124.55,unhealthy
949.72,949.72,0.0864258,-0.0375977,-2.00072,62.1,14.1,274.2,unhealthy
949.72,949.72,0.0195312,0.0429688,-1.99535,559.8,412.8,1463.25,unhealthy
22.6,18.52,0.02,0.01,0.16,0.272,0.095,0.115,healthy
22.6,18.55,0.0,0.05,0.12,0.272,0.093,0.115,warning
20.59,17.6,0.03,0.05,0.18,0.266,0.093,0.115,warning
949.72,949.72,0.015625,0.0327148,-1.98946,527.55,327.45,1758.6,unhealthy
18.32,18.32,20.0,-20.0,-1022.0,13.0,10.0,26.0,unhealthy
22.24,18.75,0.02,0.03,0.13,0.27,0.095,0.115,warning
19.9,16.12,0.13,0.06,0.2,0.537,0.059,0.115,healthy
23.13,19.05,0.02,0.02,0.14,0.271,0.092,0.115,healthy
22.6,18.55,0.0,0.02,0.13,0.272,0.094,0.115,healthy
19.18,19.18,5.0,-180.0,-1005.0,6.0,4.0,45.0,unhealthy
21.78,16.25,0.02,0.04,0.17,0.266,0.093,0.115,warning
22.47,17.4,0.03,0.05,0.15,0.271,0.092,0.115,healthy
22.57,18.59,0.02,0.02,0.18,0.272,0.094,0.115,healthy
19.7386,19.7386,0.0634766,-0.0251036,0.11084,5.217,5.5725,9.045,unhealthy
949.72,949.72,35.1562,31.7383,-994.141,127.8,76.95,869.4,unhealthy
22.93,19.11,0.01,0.05,0.13,0.273,0.094,0.115,healthy
21.75,18.65,0.01,0.05,0.17,0.266,0.094,0.115,warning
949.72,949.72,20.9961,27.3438,-1012.21,127.8,76.65,870.15,unhealthy
22.57,18.55,0.04,0.05,0.14,0.272,0.095,0.115,healthy
20.86,15.96,0.02,0.05,0.17,0.266,0.093,0.115,healthy
949.72,949.72,0.0371094,0.0297852,-2.00707,171.75,1.05,1085.7,unhealthy
949.72,949.72,30.7617,28.8086,-1024.41,127.35,77.55,870.0,unhealthy
949.72,949.72,0.0195312,0.0395508,-1.99974,559.8,411.6,1462.5,unhealthy
949.72,949.72,57.6172,-48.8281,-1987.99,263.1,159.3,994.05,unhealthy
22.93,18.62,0.02,0.04,0.15,0.272,0.094,0.115,warning
949.72,949.72,26.3672,34.668,-1006.84,127.65,77.25,868.95,unhealthy
22.27,18.92,0.05,0.05,0.15,0.271,0.093,0.115,warning
22.57,18.55,0.02,0.04,0.15,0.271,0.094,0.115,healthy
21.09,16.22,0.03,0.05,0.15,0.268,0.094,0.115,healthy
22.97,18.88,0.03,0.05,0.15,0.273,0.094,0.115,warning
20.76,16.02,0.04,0.02,0.15,0.267,0.092,0.115,healthy
22.64,18.59,0.02,0.04,0.15,0.273,0.095,0.115,warning
949.72,949.72,0.012207,0.0415039,-1.98314,560.25,410.85,1461.45,unhealthy
23.39,19.11,0.0,0.02,0.18,0.27,0.093,0.115,healthy
949.72,949.72,-0.000488281,0.03125,-1.9934,585.45,455.1,1679.7,unhealthy
949.72,949.72,36.6211,38.5742,-1004.39,158.4,83.4,889.95,unhealthy
22.27,18.75,0.01,0.06,0.15,0.271,0.094,0.115,healthy
22.6,18.55,0.02,0.03,0.13,0.271,0.093,0.115,warning
949.72,949.72,0.0112305,0.0200195,-1.99581,525.45,327.75,1757.55,unhealthy
27.61,24.91,2.0,0.43,0.55,0.374,0.034,0.115,healthy
949.72,949.72,26.8555,44.4336,-1018.55,191.7,80.25,1015.65,unhealthy
949.72,949.72,0.00585938,0.0419922,-1.99974,585.6,456.0,1678.5,unhealthy
22.67,18.59,0.02,0.04,0.16,0.271,0.094,0.115,warning
21.75,16.22,0.03,0.05,0.15,0.267,0.094,0.115,healthy
22.57,18.59,0.01,0.01,0.14,0.271,0.094,0.115,healthy
22.6,18.55,0.01,0.05,0.16,0.272,0.094,0.115,warning
22.44,18.09,0.02,0.05,0.15,0.27,0.093,0.115,healthy
22.08,16.58,0.0,0.04,0.18,0.269,0.094,0.115,warning
22.6,18.55,0.02,0.05,0.17,0.271,0.093,0.115,healthy
22.67,18.52,0.02,0.02,0.12,0.272,0.092,0.115,warning
949.72,949.72,0.0131836,0.0512695,-1.99535,560.4,413.25,1463.1,unhealthy
22.18,18.85,0.01,0.07,0.18,0.27,0.093,0.115,healthy
22.6,18.59,0.03,0.02,0.14,0.27,0.093,0.115,warning
22.6,18.55,0.05,0.05,0.11,0.272,0.095,0.115,warning
22.31,18.75,0.0,0.06,0.17,0.27,0.092,0.115,warning
22.93,18.78,0.04,0.04,0.15,0.271,0.094,0.115,healthy
22.67,18.52,0.03,0.06,0.16,0.271,0.093,0.115,healthy
22.64,18.55,0.02,0.05,0.16,0.273,0.094,0.115,warning
22.6,18.55,0.03,0.07,0.17,0.271,0.095,0.115,healthy
21.52,16.09,0.01,0.05,0.15,0.267,0.093,0.115,healthy
22.57,18.59,0.01,0.03,0.13,0.271,0.095,0.115,warning
22.67,18.55,0.03,0.04,0.12,0.272,0.093,0.115,healthy
22.6,18.55,0.0,0.0,0.16,0.271,0.094,0.115,warning
22.6,18.52,0.02,0.04,0.14,0.272,0.094,0.115,warning
19.31,19.31,-5.0,-184.0,-1005.0,6.0,4.0,45.0,unhealthy
22.54,16.94,0.0,0.03,0.16,0.268,0.094,0.115,healthy
949.72,949.72,0.976562,14.6484,-1013.67,629.1,370.8,1873.8,unhealthy
18.26,18.26,34.0,-13.0,-1027.0,13.0,10.0,26.0,unhealthy
22.8,18.62,0.05,0.04,0.17,0.272,0.094,0.115,healthy
22.54,18.55,0.02,0.04,0.14,0.272,0.094,0.115,warning
22.6,18.55,0.02,0.04,0.13,0.272,0.093,0.115,healthy
949.72,949.72,0.0292969,0.0385742,-2.00463,171.15,0.15,1086.0,unhealthy
19.31,19.31,-29.0,-130.0,-1027.0,1.0,1.0,8.0,unhealthy
22.6,18.59,0.02,0.03,0.16,0.271,0.093,0.115,warning
22.8,19.08,0.02,0.01,0.14,0.272,0.094,0.115,warning
949.72,949.72,0.00537109,0.0517578,-1.98802,583.95,455.1,1678.65,unhealthy
21.48,18.45,0.05,0.02,0.14,0.27,0.094,0.115,warning
949.72,949.72,7.8125,42.4805,-1013.67,582.0,342.0,1791.6,unhealthy
22.64,18.55,0.03,0.04,0.13,0.272,0.092,0.115,healthy
23.36,19.11,0.03,0.02,0.13,0.27,0.094,0.115,healthy
22.87,18.72,0.0,0.06,0.15,0.271,0.092,0.115,warning
21.94,18.65,0.02,0.05,0.14,0.268,0.095,0.115,healthy
22.93,18.65,0.02,0.04,0.16,0.272,0.092,0.115,healthy
22.7,17.47,0.01,0.01,0.15,0.267,0.093,0.115,healthy
19.4423,19.4423,-18.5547,-25.3906,-1991.9,1862.55,195.9,4123.95,unhealthy
21.75,16.22,0.0,0.03,0.13,0.265,0.093,0.115,healthy
21.78,16.22,0.01,0.06,0.17,0.267,0.094,0.115,healthy
19.28,19.28,-30.0,-123.0,-1012.0,1.0,1.0,8.0,unhealthy
19.8043,19.8043,106.934,-19.043,-1993.37,196.8,328.35,922.05,unhealthy
19.08,19.08,8.0,-179.0,-1013.0,6.0,4.0,45.0,unhealthy
949.72,949.72,0.0234375,0.0366211,-1.98851,559.05,412.05,1462.8,unhealthy
22.83,18.62,0.02,0.02,0.13,0.272,0.093,0.115,warning
22.6,18.55,0.06,0.04,0.16,0.271,0.093,0.115,healthy
22.6,18.52,0.02,0.02,0.12,0.272,0.093,0.115,healthy
949.72,949.72,56.1523,-44.4336,-1983.11,262.65,160.05,993.3,unhealthy
22.83,18.65,0.03,0.04,0.12,0.272,0.094,0.115,warning
22.6,18.52,0.02,0.02,0.14,0.271,0.094,0.115,healthy
949.72,949.72,64.9414,-59.082,-1994.34,263.55,159.45,995.25,unhealthy
21.45,17.34,0.01,0.02,0.16,0.266,0.094,0.115,healthy
22.67,18.55,0.01,0.02,0.14,0.271,0.093,0.115,warning
19.2447,19.2447,4.88281,41.9922,-1990.92,1756.65,436.65,3831.75,unhealthy
22.54,18.55,0.02,0.0,0.15,0.271,0.094,0.115,warning
22.6,18.55,0.01,0.02,0.13,0.272,0.093,0.115,healthy
20.89,15.96,0.01,0.05,0.16,0.267,0.094,0.115,warning
22.97,18.65,0.04,0.05,0.15,0.272,0.094,0.115,healthy
949.72,949.72,57.1289,-45.4102,-2002.15,262.8,160.95,993.15,unhealthy
19.24,19.24,-18.0,-129.0,-1010.0,1.0,1.0,8.0,unhealthy
22.6,18.55,0.0,0.04,0.17,0.271,0.094,0.115,warning
22.9,18.65,0.01,0.02,0.12,0.271,0.095,0.115,warning
21.15,21.15,-380.0,196.0,-923.0,24.0,4.0,14.0,unhealthy
22.57,18.52,0.02,0.05,0.15,0.272,0.094,0.115,healthy
22.44,18.72,0.03,0.04,0.16,0.27,0.093,0.115,healthy
949.72,949.72,34.1797,27.832,-1028.81,127.5,78.6,870.9,unhealthy
22.93,18.69,0.02,0.04,0.17,0.273,0.096,0.115,warning
22.9,18.59,0.02,0.05,0.2,0.272,0.093,0.115,healthy
949.72,949.72,62.5,-50.7812,-1995.81,264.0,158.25,994.95,unhealthy
22.6,18.52,0.03,0.03,0.13,0.272,0.094,0.115,healthy
22.7,18.59,0.01,0.04,0.14,0.271,0.094,0.115,healthy
22.9,18.82,0.04,0.04,0.18,0.272,0.094,0.115,warning
19.87,16.02,0.13,0.0,0.14,0.655,0.003,0.115,warning
949.72,949.72,0.0839844,-0.0410156,-2.01439,62.1,14.1,274.5,unhealthy
19.18,19.18,5.0,-180.0,-1005.0,6.0,4.0,45.0,unhealthy
22.67,18.55,0.04,0.03,0.15,0.271,0.093,0.115,warning
949.72,949.72,0.0219727,0.0380859,-2.00023,172.35,1.65,1085.25,unhealthy
22.67,18.55,0.03,0.07,0.18,0.272,0.094,0.115,warning
22.6,18.55,0.03,0.03,0.15,0.27,0.093,0.115,healthy
22.64,18.52,0.05,0.04,0.12,0.271,0.093,0.115,healthy
949.72,949.72,0.00634766,0.0380859,-1.9934,585.9,456.3,1676.25,unhealthy
21.81,16.32,0.01,0.05,0.17,0.268,0.093,0.115,warning
949.72,949.72,25.8789,39.5508,-1004.88,159.75,83.55,890.85,unhealthy
22.9,18.69,0.01,0.03,0.18,0.27,0.094,0.115,healthy
22.64,18.55,0.0,0.03,0.15,0.271,0.093,0.115,warning
20.1,21.85,0.04,0.62,0.96,0.214,0.269,4.238,unhealthy
22.34,18.92,0.02,0.02,0.16,0.271,0.093,0.115,warning
21.85,16.48,0.04,0.03,0.16,0.268,0.092,0.115,warning
22.21,18.85,0.03,0.02,0.13,0.27,0.093,0.115,healthy
20.76,17.86,0.0,0.06,0.17,0.269,0.094,0.115,healthy
19.34,19.34,0.0,0.0,0.0,0.0,0.0,0.0,unhealthy
20.53,17.24,0.02,0.03,0.13,0.267,0.093,0.115,healthy
949.72,949.72,-0.976562,36.1328,-1015.62,583.65,343.05,1791.75,unhealthy
19.2778,19.2778,15.625,43.9453,-1985.06,1754.7,436.8,3833.1,unhealthy
20.53,17.17,0.02,0.05,0.17,0.267,0.093,0.115,warning
22.83,19.05,0.0,0.03,0.15,0.273,0.094,0.115,healthy
22.9,19.01,0.01,0.01,0.15,0.272,0.095,0.115,healthy
21.45,18.39,0.04,0.06,0.16,0.27,0.093,0.115,warning
23.23,23.23,-14.0,116.0,972.0,15.0,1.0,43.0,unhealthy
22.44,18.75,0.04,0.0,0.13,0.271,0.094,0.115,warning
19.5739,19.5739,119.141,-77.1484,-1979.69,223.95,369.0,1292.85,unhealthy
22.41,18.78,0.02,0.05,0.17,0.267,0.093,0.115,warning
23.33,23.33,-16.0,98.0,963.0,14.0,1.0,43.0,unhealthy
22.64,18.59,0.03,0.01,0.14,0.272,0.094,0.115,warning
18.16,18.16,12.0,-20.0,-1014.0,0.0,0.0,0.0,unhealthy
18.13,18.13,17.0,-27.0,-1012.0,15.0,9.0,0.0,unhealthy
22.93,18.95,0.02,0.03,0.15,0.272,0.093,0.115,healthy
949.72,949.72,3.41797,31.25,-997.07,630.75,369.9,1870.95,unhealthy
19.08,18.29,0.02,0.02,0.15,0.266,0.094,0.115,healthy
949.72,949.72,0.097168,-0.0473633,-1.99388,64.05,14.1,274.5,unhealthy
22.97,18.85,0.05,0.08,0.16,0.273,0.092,0.115,healthy
22.64,18.55,0.04,0.03,0.14,0.272,0.093,0.115,warning
949.72,949.72,0.0263672,0.043457,-2.00023,172.05,0.3,1085.4,unhealthy
22.57,18.55,0.04,0.06,0.13,0.272,0.094,0.115,warning
20.56,17.3,0.01,0.06,0.16,0.266,0.093,0.115,warning
18.22,18.22,22.0,-5.0,-1016.0,13.0,10.0,26.0,unhealthy
19.4094,19.4094,-11.2305,-7.32422,-1997.27,1862.4,198.45,4124.1,unhealthy
20.92,15.99,0.02,0.05,0.16,0.267,0.092,0.115,warning
949.72,949.72,55.1758,-46.3867,-1994.34,262.8,159.9,994.2,unhealthy
22.27,16.51,0.01,0.05,0.13,0.268,0.094,0.115,warning
22.97,19.11,0.0,0.0,0.12,0.273,0.093,0.115,healthy
23.33,23.33,-17.0,109.0,972.0,14.0,1.0,43.0,unhealthy
949.72,949.72,0.0371094,0.0307617,-2.00023,172.5,1.05,1084.35,unhealthy
22.6,18.55,0.02,0.03,0.18,0.273,0.094,0.115,healthy
20.73,15.99,0.02,0.04,0.14,0.267,0.093,0.115,warning
22.47,17.83,0.0,0.03,0.18,0.271,0.092,0.115,warning
22.57,18.55,0.05,0.05,0.15,0.273,0.095,0.115,warning
22.97,18.95,0.0,0.02,0.15,0.273,0.093,0.115,healthy
22.9,18.75,0.01,0.02,0.12,0.272,0.093,0.115,warning
22.6,18.55,0.04,0.03,0.15,0.272,0.094,0.115,healthy
22.5,19.01,0.0,0.01,0.14,0.271,0.094,0.115,warning
19.15,19.15,8.0,-179.0,-1013.0,6.0,4.0,45.0,unhealthy
23.13,17.76,0.01,0.05,0.18,0.271,0.095,0.115,healthy
949.72,949.72,60.0586,-53.2227,-1994.83,262.8,159.9,995.25,unhealthy
949.72,949.72,31.7383,28.3203,-1032.71,165.3,67.35,888.75,unhealthy
22.18,18.72,0.02,0.02,0.14,0.271,0.095,0.115,healthy
22.6,18.55,0.02,0.03,0.17,0.272,0.094,0.115,healthy
21.48,16.42,0.04,0.02,0.14,0.268,0.094,0.115,warning
22.77,18.62,0.0,0.03,0.15,0.272,0.093,0.115,healthy
22.64,17.17,0.05,0.04,0.12,0.268,0.094,0.115,healthy
21.94,18.69,0.02,0.04,0.12,0.271,0.094,0.115,healthy
949.72,949.72,30.2734,36.6211,-1005.37,127.35,78.0,871.05,unhealthy
17.76,17.76,19.0,3.0,-1009.0,0.0,0.0,0.0,unhealthy
22.77,18.59,0.03,0.05,0.17,0.273,0.095,0.115,healthy
22.6,18.55,0.02,0.05,0.15,0.272,0.094,0.115,warning
22.64,18.55,0.04,0.03,0.18,0.273,0.094,0.115,healthy
19.15,19.15,4.0,-241.0,-981.0,2.0,6.0,13.0,unhealthy
22.9,18.85,0.03,0.05,0.15,0.273,0.094,0.115,warning
22.64,19.01,0.03,0.02,0.12,0.271,0.092,0.115,warning
20.73,17.8,0.0,0.04,0.16,0.268,0.094,0.115,healthy
20.79,17.9,0.03,0.06,0.15,0.269,0.093,0.115,healthy
23.13,19.05,0.02,0.04,0.14,0.27,0.093,0.115,warning
22.9,19.01,0.02,0.04,0.15,0.273,0.093,0.115,healthy
22.5,18.78,0.03,0.03,0.12,0.268,0.094,0.115,warning
949.72,949.72,0.0966797,-0.0439453,-1.98558,66.6,14.85,270.9,unhealthy
949.72,949.72,0.0170898,0.0317383,-1.98949,544.5,411.75,1476.45,unhealthy
949.72,949.72,25.8789,26.8555,-1003.42,126.9,79.05,870.0,unhealthy
23.39,19.11,0.03,0.06,0.17,0.271,0.092,0.115,healthy
949.72,949.72,53.2227,-45.8984,-2011.43,263.1,158.55,994.05,unhealthy
22.87,18.69,0.05,0.03,0.13,0.273,0.094,0.115,warning
21.81,16.19,0.01,0.04,0.19,0.266,0.093,0.115,healthy
22.57,19.01,0.01,0.02,0.15,0.271,0.093,0.115,healthy
949.72,949.72,0.000488281,0.043457,-2.00267,586.2,455.1,1679.4,unhealthy
21.09,18.13,0.02,0.02,0.18,0.269,0.093,0.115,healthy
22.57,18.59,0.0,0.04,0.16,0.271,0.093,0.115,healthy
22.6,18.55,0.01,0.03,0.13,0.272,0.094,0.115,warning
22.67,18.59,0.02,0.03,0.14,0.272,0.093,0.115,healthy
22.64,18.55,0.04,0.02,0.13,0.272,0.092,0.115,warning
17.8,18.03,0.01,0.02,0.17,0.265,0.094,0.115,healthy
22.6,18.55,0.02,0.04,0.14,0.27,0.093,0.115,healthy
18.13,18.13,18.0,-9.0,-1004.0,0.0,0.0,0.0,unhealthy
22.57,18.52,0.04,0.02,0.12,0.271,0.094,0.115,warning
949.72,949.72,0.0332031,0.0385742,-2.00218,172.05,1.5,1085.4,unhealthy
21.85,18.69,0.02,0.04,0.16,0.27,0.093,0.115,warning
21.81,16.22,0.02,0.04,0.15,0.266,0.093,0.115,healthy
949.72,949.72,-2.44141,36.6211,-988.281,586.35,344.55,1794.3,unhealthy
22.6,18.55,0.03,0.05,0.14,0.272,0.095,0.115,healthy
19.3106,19.3106,6.34766,39.5508,-2001.18,1757.4,435.75,3832.2,unhealthy
21.65,18.69,0.03,0.0,0.15,0.267,0.094,0.115,warning
949.72,949.72,37.1094,31.25,-1004.39,128.25,76.95,869.85,unhealthy
22.67,18.55,0.03,0.07,0.17,0.272,0.094,0.115,healthy
949.72,949.72,0.102539,-0.0390625,-2.01781,64.2,13.2,273.3,unhealthy
23.3,23.3,-16.0,98.0,963.0,14.0,1.0,43.0,unhealthy
22.6,18.55,0.02,0.04,0.16,0.27,0.093,0.115,warning
949.72,949.72,0.0766602,-0.0332031,-1.9934,64.05,12.6,275.7,unhealthy
22.7,18.92,0.02,0.03,0.13,0.269,0.093,0.115,warning
19.4423,19.4423,-20.0195,-17.5781,-2016.8,1855.95,201.75,4130.4,unhealthy
22.6,18.55,0.04,0.02,0.14,0.272,0.094,0.115,warning
21.25,18.26,0.04,0.02,0.14,0.269,0.094,0.115,healthy
21.52,17.4,0.01,0.04,0.17,0.265,0.094,0.115,warning
23.1,17.63,0.04,0.06,0.19,0.272,0.093,0.115,healthy
949.72,949.72,0.0185547,0.0327148,-1.98607,585.9,457.5,1677.0,unhealthy
19.94,18.36,0.01,0.04,0.14,0.265,0.094,0.115,warning
22.64,18.55,0.03,0.06,0.16,0.271,0.094,0.115,healthy
22.93,18.65,0.03,0.08,0.17,0.272,0.093,0.115,warning
19.8702,19.8702,0.274414,-0.91524,0.955078,0.0135,4.6965,11.298,unhealthy
949.72,949.72,53.7109,-54.6875,-1988.48,263.1,158.85,993.75,unhealthy
22.93,18.69,0.03,0.07,0.15,0.272,0.094,0.115,healthy
20.79,15.96,0.02,0.02,0.15,0.267,0.094,0.115,healthy
19.15,18.26,0.02,0.04,0.15,0.265,0.094,0.115,warning
20.4,18.45,0.02,0.02,0.15,0.265,0.094,0.115,warning
20.73,15.96,0.01,0.06,0.16,0.267,0.094,0.115,warning
22.6,18.55,0.03,0.03,0.17,0.272,0.093,0.115,warning
949.72,949.72,0.0297852,0.0317383,-1.9934,171.75,0.75,1085.4,unhealthy
949.72,949.72,0.0922852,-0.0268555,-1.99535,63.0,13.5,275.1,unhealthy
22.14,18.72,0.03,0.03,0.19,0.27,0.093,0.115,healthy
22.97,19.01,0.04,0.06,0.17,0.271,0.093,0.115,healthy
949.72,949.72,0.00976562,0.0288086,-1.989,586.5,455.85,1677.6,unhealthy
21.09,16.22,0.04,0.01,0.14,0.266,0.094,0.115,warning
18.26,18.26,22.0,-5.0,-1016.0,13.0,10.0,26.0,unhealthy
23.0,18.62,0.01,0.03,0.15,0.271,0.093,0.115,warning
949.72,949.72,43.9453,37.5977,-1008.3,158.55,82.05,892.35,unhealthy
949.72,949.72,55.6641,-51.7578,-1986.53,263.4,158.85,994.35,unhealthy
22.64,18.55,0.01,0.01,0.14,0.271,0.092,0.115,warning
20.66,15.86,0.03,0.05,0.17,0.268,0.093,0.115,warning
949.72,949.72,59.082,-43.457,-1993.85,262.35,158.1,995.85,unhealthy
22.54,18.59,0.03,0.03,0.12,0.271,0.093,0.115,healthy
19.4094,19.4094,-0.488281,-26.3672,-1990.92,1861.8,196.8,4124.55,unhealthy
22.93,18.88,0.03,0.05,0.15,0.272,0.094,0.115,warning
23.39,19.08,0.03,0.05,0.17,0.27,0.094,0.115,warning
20.79,15.99,0.02,0.02,0.15,0.267,0.093,0.115,healthy
22.64,18.52,0.05,0.01,0.13,0.271,0.092,0.115,healthy
21.22,16.28,0.02,0.03,0.13,0.268,0.092,0.115,healthy
22.83,18.65,0.01,0.05,0.14,0.272,0.093,0.115,warning
22.74,19.08,0.04,0.03,0.15,0.271,0.094,0.115,healthy
21.58,18.39,0.0,0.02,0.13,0.269,0.094,0.115,warning
949.72,949.72,65.918,-46.875,-2001.18,262.65,160.05,995.85,unhealthy
22.6,18.78,0.02,0.05,0.17,0.267,0.094,0.115,warning
22.93,18.85,0.02,0.01,0.15,0.273,0.093,0.115,warning
26.92,24.94,1.14,0.02,0.39,0.391,0.036,0.115,healthy
22.6,18.55,0.02,0.02,0.16,0.272,0.093,0.115,healthy
22.8,19.01,0.02,0.04,0.15,0.272,0.095,0.115,healthy
949.72,949.72,0.0234375,0.046875,-1.9973,543.6,410.85,1476.6,unhealthy
22.67,17.34,0.0,0.02,0.14,0.268,0.094,0.115,healthy
21.75,18.19,0.04,0.02,0.15,0.267,0.093,0.115,healthy
22.27,18.65,0.02,0.03,0.17,0.269,0.094,0.115,healthy
22.44,18.78,0.0,0.05,0.16,0.271,0.093,0.115,warning
949.72,949.72,0.00585938,0.0332031,-2.00853,586.35,453.75,1679.85,unhealthy
18.29,18.29,22.0,-5.0,-1016.0,13.0,10.0,26.0,unhealthy
19.4423,19.4423,-19.043,-19.043,-1990.92,1863.0,197.1,4123.5,unhealthy
22.93,19.01,0.01,0.04,0.15,0.272,0.093,0.115,healthy
22.8,19.08,0.05,0.04,0.14,0.272,0.093,0.115,warning
23.23,17.93,0.03,0.01,0.12,0.27,0.093,0.115,warning
22.57,18.55,0.03,0.0,0.13,0.271,0.093,0.115,healthy
949.72,949.72,31.25,36.6211,-1016.6,127.65,77.55,871.05,unhealthy
20.76,15.96,0.04,0.04,0.15,0.267,0.093,0.115,healthy
949.72,949.72,59.082,-38.5742,-1993.37,263.7,159.6,994.35,unhealthy
20.56,17.01,0.0,0.04,0.15,0.267,0.094,0.115,healthy
17.73,17.73,19.0,3.0,-1009.0,0.0,0.0,0.0,unhealthy
22.57,18.55,0.02,0.02,0.13,0.272,0.094,0.115,warning
22.64,18.59,0.02,0.05,0.14,0.272,0.095,0.115,healthy
22.7,19.08,0.05,0.05,0.16,0.272,0.093,0.115,warning
949.72,949.72,0.0332031,0.027832,-1.99633,171.0,1.5,1085.7,unhealthy
22.57,18.55,0.03,0.06,0.16,0.272,0.095,0.115,healthy
22.64,18.55,0.04,0.05,0.15,0.273,0.093,0.115,healthy
22.8,18.98,0.02,0.01,0.15,0.27,0.093,0.115,warning
22.64,18.55,0.03,0.04,0.15,0.272,0.093,0.115,warning
19.18,19.18,35.0,-155.0,-1001.0,0.0,0.0,0.0,unhealthy
20.89,17.96,0.01,0.02,0.18,0.269,0.093,0.115,warning
22.67,18.52,0.01,0.05,0.16,0.271,0.095,0.115,healthy
22.6,18.55,0.05,0.04,0.15,0.271,0.094,0.115,healthy
22.93,19.08,0.03,0.02,0.15,0.273,0.094,0.115,healthy
22.9,18.69,0.04,0.05,0.16,0.27,0.094,0.115,warning
949.72,949.72,28.8086,29.7852,-1032.23,125.85,78.0,870.75,unhealthy
949.72,949.72,9.76562,36.6211,-1023.93,628.65,369.75,1871.55,unhealthy
22.6,18.55,0.0,0.01,0.15,0.271,0.094,0.115,healthy
949.72,949.72,0.00976562,0.0410156,-2.00756,586.2,455.1,1679.4,unhealthy
22.6,18.55,0.01,0.04,0.16,0.271,0.094,0.115,warning
19.6398,19.6398,86.9141,-76.1719,-1976.28,223.35,371.4,1291.2,unhealthy
22.6,18.55,0.02,0.02,0.15,0.272,0.094,0.115,warning
19.34,19.34,-11.0,-119.0,-1027.0,1.0,1.0,8.0,unhealthy
22.9,19.01,0.0,0.05,0.16,0.271,0.094,0.115,warning
949.72,949.72,0.00732422,0.034668,-2.01097,586.2,456.6,1676.85,unhealthy
22.57,18.55,0.03,0.03,0.12,0.272,0.093,0.115,healthy
949.72,949.72,0.0834961,-0.0336914,-1.98119,63.45,13.95,274.35,unhealthy
22.74,18.59,0.02,0.01,0.16,0.271,0.093,0.115,warning
22.18,18.72,0.03,0.06,0.16,0.27,0.093,0.115,healthy
19.94,19.8,0.03,0.6,0.98,0.218,0.277,4.243,unhealthy
18.16,18.16,17.0,-27.0,-1012.0,15.0,9.0,0.0,unhealthy
20.82,15.96,0.02,0.04,0.14,0.266,0.093,0.115,healthy
949.72,949.72,36.6211,-160.156,-1982.62,446.7,175.8,1664.7,unhealthy
949.72,949.72,0.0913086,-0.0439453,-1.98363,66.75,14.7,271.8,unhealthy
19.01,19.01,-15.0,-232.0,-972.0,0.0,0.0,0.0,unhealthy
21.15,18.16,0.03,0.03,0.14,0.268,0.093,0.115,warning
19.15,19.15,-1.0,-263.0,-1003.0,2.0,6.0,13.0,unhealthy
22.57,18.55,0.01,0.02,0.13,0.272,0.095,0.115,healthy
22.8,18.62,0.01,0.03,0.19,0.27,0.094,0.115,warning
949.72,949.72,62.5,-54.6875,-1993.37,262.65,159.3,994.05,unhealthy
